Edad,Experiencia_Anios,Horas_Trabajo_Semanal,Nivel_Educacion,Num_Proyectos,Certificaciones,Genero,Ciudad,Salario
56,37,35.4,5,15,8,F,Bogotá,12520.36
66,36,50.2,3,8,6,F,Barranquilla,10202.12
29,29,27.4,5,15,7,F,Bogotá,9966.44
58,30,36.7,2,9,2,M,Bogotá,7700.24
64,9,37.5,1,2,6,M,Bogotá,5812.63
35,14,41.2,2,22,0,M,Bogotá,7481.85
38,17,24.2,2,21,5,F,Cali,8471.79
30,22,50.8,2,24,9,M,Medellín,11706.7
38,32,43.3,1,13,5,F,Cali,9458.84
25,15,49.0,2,12,9,M,Barranquilla,8537.54
63,37,52.9,2,3,5,F,Medellín,10678.41
57,34,34.1,1,3,2,F,Bogotá,7324.07
63,33,20.0,2,5,5,F,Cali,8995.39
24,27,49.2,4,23,2,M,Medellín,10421.05
40,1,37.7,2,18,9,M,Bogotá,8483.54
61,29,30.9,3,10,8,M,Cali,9509.76
49,12,44.6,3,7,6,M,Medellín,7650.45
28,15,59.7,2,13,3,F,Cali,6806.27
39,4,39.1,2,7,2,F,Medellín,5947.63
39,27,47.6,2,13,5,M,Barranquilla,8911.66
60,38,32.1,3,22,8,M,Cali,10755.76
42,19,26.5,2,6,2,M,Cali,6998.34
39,23,47.3,2,20,7,M,Medellín,9997.89
45,26,44.4,1,17,5,F,Barranquilla,10274.38
46,29,36.3,4,11,3,M,Cali,10176.11
30,26,53.6,2,13,4,F,Barranquilla,9384.27
35,25,25.9,3,14,2,F,Barranquilla,7440.43
19,6,30.2,3,17,1,F,Cali,7542.58
46,37,35.7,4,11,8,M,Bogotá,10909.58
38,4,37.1,3,9,2,M,Medellín,5752.97
32,22,51.7,3,11,5,M,Cali,6779.17
69,27,40.4,4,7,4,M,Barranquilla,10681.7
44,33,38.5,3,5,9,F,Medellín,9489.84
67,14,29.8,1,23,7,M,Cali,9304.22
48,31,48.7,2,18,4,F,Medellín,10127.33
32,25,30.9,4,0,7,M,Medellín,9653.34
68,30,29.8,4,12,4,F,Barranquilla,10106.33
40,18,36.8,3,21,9,F,Bogotá,10299.65
41,8,41.3,3,15,5,F,Bogotá,8859.42
61,28,34.2,3,17,4,M,Medellín,9894.71
30,38,45.7,2,11,1,F,Barranquilla,7830.52
39,3,37.7,3,24,9,F,Barranquilla,7709.8
60,2,48.4,1,4,9,M,Cali,7735.03
54,28,44.0,5,20,5,F,Medellín,11840.98
50,10,54.3,4,12,6,M,Cali,9441.35
20,32,36.5,3,7,2,M,Barranquilla,7458.56
36,37,46.8,2,5,2,F,Medellín,8605.8
40,10,25.7,2,2,6,F,Bogotá,5658.46
46,26,63.1,2,24,9,M,Bogotá,11486.64
47,32,46.4,3,19,3,F,Cali,10397.24
56,20,37.6,3,3,1,M,Medellín,8027.47
61,38,37.9,2,11,8,M,Barranquilla,11071.11
64,30,38.0,3,12,8,F,Cali,10108.77
42,37,54.7,4,1,5,M,Bogotá,9931.52
54,1,47.2,1,18,1,F,Barranquilla,6204.3
64,26,36.5,3,3,2,F,Medellín,7337.72
25,35,30.1,4,22,4,M,Bogotá,11257.28
59,10,49.6,3,12,4,F,Barranquilla,8414.19
33,17,46.7,3,18,8,F,Bogotá,8688.76
25,0,45.7,3,7,9,F,Medellín,6538.34
18,34,39.3,5,7,2,F,Cali,9595.83
61,34,37.6,1,15,1,F,Barranquilla,9120.29
22,30,53.5,3,10,9,F,Barranquilla,10097.34
20,27,54.2,1,17,7,M,Medellín,10389.27
18,38,45.1,2,3,6,F,Bogotá,9023.3
21,0,47.8,2,23,8,M,Bogotá,8008.57
57,24,41.9,2,0,2,M,Bogotá,6550.34
52,37,29.0,5,0,5,F,Barranquilla,9150.9
49,19,32.2,4,13,4,F,Barranquilla,8720.17
59,2,49.2,2,3,4,M,Bogotá,4753.69
51,1,50.2,3,10,9,M,Barranquilla,7135.12
60,17,48.4,3,17,7,F,Cali,10552.21
42,9,42.8,4,15,0,M,Medellín,8939.82
27,4,48.7,3,16,0,M,Medellín,6689.69
38,8,39.5,1,23,2,F,Barranquilla,6780.4
63,1,45.0,4,1,1,M,Cali,3426.41
56,33,38.4,3,3,1,M,Cali,9539.09
44,37,31.5,3,2,1,F,Bogotá,6901.68
44,30,46.9,4,14,3,F,Medellín,8805.81
19,9,50.2,4,1,0,F,Medellín,5330.04
58,11,59.8,3,23,9,F,Medellín,10753.14
65,35,42.1,3,18,8,M,Barranquilla,11824.79
30,20,31.6,5,8,4,M,Cali,7900.05
26,5,37.4,2,9,4,M,Bogotá,6323.57
69,2,38.9,2,20,8,M,Barranquilla,8551.09
53,9,41.2,2,24,4,M,Bogotá,8445.44
39,4,43.8,4,18,7,F,Barranquilla,8789.03
59,25,42.9,3,4,0,M,Medellín,7056.97
43,20,46.2,1,13,0,M,Bogotá,5924.57
29,25,41.6,5,9,3,F,Cali,8077.79
34,37,22.2,3,15,7,M,Cali,9458.88
31,25,41.8,4,5,2,M,Barranquilla,8266.86
31,7,40.7,1,24,0,F,Medellín,7144.79
51,4,44.4,3,7,8,F,Barranquilla,7485.99
37,14,37.1,3,1,8,M,Bogotá,7146.22
28,15,41.8,3,17,8,F,Cali,10101.03
33,0,44.4,3,20,8,M,Cali,8902.37
68,15,38.7,4,20,1,M,Cali,10832.41
48,36,45.4,2,20,3,F,Cali,9799.15
23,2,40.6,4,19,1,M,Bogotá,6392.04
36,30,41.3,2,7,6,F,Cali,9257.02
54,12,16.6,2,4,2,F,Barranquilla,5922.55
21,15,30.8,1,16,8,M,Cali,7064.73
64,20,30.9,2,15,6,M,Bogotá,9554.54
21,1,41.7,2,4,7,F,Medellín,5046.49
37,26,50.2,4,16,8,F,Medellín,11329.2
27,37,39.1,3,3,7,F,Cali,9370.26
41,25,46.8,2,0,6,F,Medellín,7246.23
52,37,45.2,3,21,8,M,Bogotá,10708.67
43,24,41.1,1,5,0,F,Cali,5472.97
54,10,44.6,2,0,3,M,Bogotá,7133.68
55,7,42.0,3,23,3,F,Medellín,10321.38
38,7,38.9,3,3,4,F,Medellín,8328.1
57,32,43.1,4,1,7,M,Cali,9971.81
56,6,51.6,2,12,9,M,Medellín,7521.93
38,37,43.8,3,13,0,F,Cali,10198.2
27,20,41.7,3,16,5,M,Cali,8609.17
55,7,33.0,5,10,8,M,Barranquilla,8684.14
63,20,51.3,2,2,9,M,Barranquilla,8752.3
21,19,28.7,3,6,7,M,Barranquilla,9113.04
62,7,26.4,3,9,1,F,Bogotá,6701.75
37,30,43.0,5,10,6,M,Medellín,10383.6
34,28,33.0,2,9,4,F,Medellín,6739.28
24,8,48.7,3,7,1,F,Barranquilla,6096.7
21,14,26.5,2,4,0,F,Cali,5554.88
46,29,47.7,3,22,1,F,Cali,9955.38
31,25,46.6,2,1,9,M,Cali,7883.2
20,9,40.9,1,14,5,F,Cali,6693.61
41,28,23.2,3,15,7,F,Bogotá,8973.66
54,15,26.2,2,3,2,M,Medellín,4380.82
33,35,41.9,2,21,4,M,Barranquilla,9990.87
69,19,38.1,2,15,1,M,Bogotá,8136.01
21,36,45.8,1,11,7,F,Medellín,9268.0
41,21,39.5,5,13,3,M,Bogotá,11375.18
51,6,38.8,3,11,9,F,Cali,9493.82
47,22,20.6,4,20,5,F,Bogotá,8498.4
35,39,46.6,2,15,2,F,Bogotá,11410.63
36,28,34.8,4,15,7,M,Cali,10893.21
48,15,36.8,3,21,7,F,Cali,9660.26
36,37,31.4,3,11,2,F,Barranquilla,10232.11
66,27,27.7,3,1,8,M,Barranquilla,6903.0
63,37,51.8,3,22,9,F,Medellín,12316.38
36,30,46.4,3,23,4,M,Barranquilla,10713.67
39,13,46.5,2,13,9,M,Barranquilla,8626.36
41,32,38.3,1,10,8,M,Medellín,10170.76
62,8,26.1,3,8,6,M,Bogotá,8685.89
29,26,56.8,3,21,9,M,Bogotá,11522.7
47,23,43.4,1,6,2,M,Bogotá,6564.43
55,12,41.1,2,11,5,F,Cali,8540.57
48,25,37.1,3,16,9,M,Medellín,9998.05
53,28,23.6,4,8,1,F,Bogotá,9196.86
36,27,49.1,1,5,5,F,Barranquilla,6813.32
65,27,31.5,2,11,4,F,Barranquilla,9112.86
62,7,44.4,4,19,2,F,Barranquilla,7791.35
53,22,46.2,3,9,6,M,Medellín,9886.42
47,28,42.7,2,8,3,F,Medellín,7759.84
66,4,43.8,4,11,5,M,Barranquilla,7351.77
50,6,50.8,3,0,8,F,Cali,6321.08
35,35,33.7,3,1,5,M,Cali,8055.33
69,26,41.3,5,18,3,M,Bogotá,10454.73
66,1,38.2,4,0,9,F,Bogotá,8179.13
45,24,25.3,2,15,1,M,Bogotá,7702.31
64,8,42.3,1,15,8,M,Bogotá,9022.48
28,26,50.0,2,17,3,M,Bogotá,8443.68
62,0,51.0,1,17,3,M,Medellín,7528.66
50,22,54.9,1,22,1,F,Medellín,8680.69
34,9,25.8,2,12,4,F,Cali,6489.5
23,24,53.0,4,21,5,F,Cali,9477.49
21,2,41.5,4,11,9,F,Medellín,7981.78
37,5,52.8,3,8,5,M,Cali,7665.32
65,5,36.8,3,4,2,F,Barranquilla,5906.99
64,1,35.8,1,8,8,F,Cali,6767.02
44,17,30.3,2,12,6,M,Barranquilla,7613.24
32,22,46.2,1,15,2,M,Barranquilla,9001.97
23,1,44.1,4,9,3,F,Bogotá,6746.09
64,11,31.1,1,15,6,F,Cali,8018.46
31,21,22.7,4,13,7,F,Barranquilla,8866.9
28,36,43.3,3,24,5,M,Cali,11816.64
56,19,44.2,2,1,3,F,Cali,6802.46
26,38,32.1,2,24,1,M,Medellín,9699.57
43,23,30.5,3,18,9,M,Medellín,10273.87
33,19,45.2,4,10,7,F,Bogotá,8238.22
22,0,54.9,3,18,0,M,Cali,7730.17
69,0,36.0,2,10,8,M,Medellín,8300.69
27,16,33.0,3,13,7,F,Barranquilla,8417.14
67,0,42.4,2,14,2,M,Barranquilla,6808.52
20,29,45.1,5,24,9,M,Bogotá,11471.22
30,2,37.1,3,6,3,M,Barranquilla,4605.69
60,10,56.2,3,14,9,F,Cali,8918.24
66,23,47.2,2,23,3,M,Barranquilla,10972.9
47,21,36.9,3,22,1,M,Bogotá,8939.14
62,25,27.3,2,24,9,M,Bogotá,12005.41
23,12,50.6,1,7,4,F,Barranquilla,5910.0
34,0,49.5,2,3,2,F,Cali,4157.77
62,23,37.6,4,17,0,F,Medellín,8906.8
68,9,42.8,3,13,1,F,Cali,8019.28
36,34,38.8,1,20,6,F,Cali,8506.41
59,23,44.2,4,17,0,F,Cali,8904.37
52,27,31.8,2,3,1,F,Barranquilla,6634.11
63,35,30.7,2,1,9,M,Medellín,9911.94
43,15,46.5,2,20,6,M,Cali,9298.85
68,39,47.5,3,5,0,F,Medellín,9282.42
22,15,36.1,3,10,6,F,Bogotá,8062.2
46,16,34.0,3,0,7,F,Medellín,8167.29
54,14,49.2,3,14,1,M,Barranquilla,8128.45
37,15,34.3,2,11,3,M,Bogotá,6232.07
66,14,40.4,4,23,6,M,Bogotá,10986.31
38,33,39.4,2,17,0,M,Cali,8048.69
27,10,28.3,4,4,5,F,Medellín,5224.24
22,0,41.5,3,10,4,M,Bogotá,6323.65
53,14,40.8,3,23,5,M,Bogotá,10230.38
23,25,42.9,3,20,7,M,Medellín,10295.99
43,3,41.3,3,18,0,F,Medellín,7498.77
21,4,57.1,1,21,2,F,Bogotá,7513.24
56,34,49.3,4,0,8,F,Bogotá,9184.24
56,12,40.3,1,16,7,M,Medellín,7974.1
67,9,41.0,1,7,3,M,Barranquilla,5420.33
52,10,54.1,3,22,9,M,Medellín,10710.97
18,17,46.9,3,15,8,F,Barranquilla,9896.55
41,33,30.2,1,10,6,F,Bogotá,8082.42
53,38,47.6,4,18,1,M,Cali,11516.84
23,22,49.9,5,23,0,M,Medellín,9228.02
58,6,52.9,3,10,0,F,Bogotá,7439.89
63,38,36.8,3,14,2,M,Bogotá,8459.92
61,2,36.2,3,7,9,M,Cali,9086.11
48,11,32.5,2,13,1,M,Medellín,5955.28
37,6,42.5,3,0,3,F,Bogotá,5777.65
41,25,45.9,4,9,7,F,Barranquilla,10817.34
42,32,35.9,5,6,4,F,Cali,8734.08
53,36,38.9,4,17,4,F,Barranquilla,12536.14
38,14,23.6,2,11,5,F,Medellín,8926.47
47,1,52.1,2,1,4,F,Barranquilla,6007.69
41,6,27.5,2,17,4,F,Cali,7270.95
61,31,43.0,2,20,6,F,Bogotá,10602.16
59,3,41.9,2,6,5,F,Cali,7022.89
47,19,40.4,2,19,9,M,Bogotá,10477.95
39,35,40.6,3,11,1,M,Bogotá,7293.54
45,31,31.9,4,19,0,M,Barranquilla,9635.63
24,27,37.4,3,24,0,M,Cali,8733.23
52,12,47.8,4,13,3,F,Cali,8053.46
45,0,50.1,1,9,1,M,Bogotá,4588.73
31,34,36.6,1,8,5,M,Cali,6968.71
27,29,27.5,4,22,8,M,Medellín,12387.4
33,35,33.8,3,14,9,F,Medellín,10142.15
33,24,54.8,3,19,9,M,Barranquilla,10531.13
48,15,34.2,1,23,7,M,Barranquilla,8823.0
59,18,39.2,2,9,3,M,Cali,7244.0
42,0,51.3,3,18,1,F,Barranquilla,7513.08
30,4,35.8,4,18,0,M,Cali,7017.23
23,21,38.7,4,11,6,F,Barranquilla,9339.8
61,23,46.4,3,22,9,F,Medellín,12757.04
26,36,53.7,3,11,2,M,Bogotá,8175.36
62,35,34.8,4,8,5,F,Bogotá,10590.25
53,35,51.1,3,19,4,F,Medellín,11206.1
60,3,37.7,3,3,4,M,Bogotá,5525.19
37,35,32.9,4,0,1,F,Cali,8435.43
35,17,42.0,4,15,8,M,Cali,9555.16
60,15,30.7,4,0,3,M,Medellín,8523.94
38,17,43.8,2,12,9,M,Medellín,9506.2
21,21,65.2,3,2,0,F,Medellín,6422.6
67,1,48.8,4,11,1,M,Medellín,7333.88
50,20,39.2,1,22,8,M,Bogotá,11064.07
44,35,48.4,4,8,6,M,Bogotá,9822.55
24,38,32.5,2,3,9,F,Bogotá,8999.07
23,38,33.9,4,1,1,M,Cali,7891.4
32,28,39.4,3,21,6,F,Barranquilla,11306.89
35,25,40.7,2,21,3,F,Cali,10122.87
49,20,29.7,3,8,9,M,Barranquilla,9464.42
28,16,37.5,3,19,1,F,Medellín,7600.26
37,15,38.8,3,23,3,M,Medellín,8941.8
41,30,52.3,2,12,4,F,Bogotá,7965.33
32,8,29.7,4,13,3,M,Bogotá,7744.61
65,30,28.9,3,2,2,M,Barranquilla,7453.23
24,13,41.4,3,17,5,F,Barranquilla,10092.07
38,36,49.2,1,8,0,M,Bogotá,7089.88
59,1,44.4,4,14,7,M,Medellín,9621.63
43,13,42.4,2,21,4,F,Bogotá,9793.79
61,32,37.7,3,23,7,F,Medellín,12473.57
31,34,45.4,4,9,9,F,Medellín,10150.69
54,38,46.6,2,24,3,F,Cali,10606.53
38,19,37.9,3,16,3,F,Cali,10913.79
35,1,32.4,2,12,4,M,Barranquilla,7760.16
22,18,32.5,4,0,4,M,Medellín,7020.28
20,36,47.0,3,10,5,M,Bogotá,9014.3
40,17,27.6,4,4,4,F,Medellín,6857.99
43,15,53.4,4,8,4,F,Barranquilla,7840.17
54,3,36.4,3,6,7,M,Medellín,7824.25
41,11,42.5,3,6,5,F,Medellín,9112.83
66,28,45.6,3,1,1,M,Barranquilla,7798.96
36,6,34.5,2,18,3,M,Medellín,8116.28
68,13,36.3,3,19,3,F,Cali,9883.29
42,11,41.1,4,17,4,F,Barranquilla,8652.52
38,34,33.2,2,9,5,F,Cali,9547.26
29,4,31.5,2,24,4,F,Barranquilla,8521.61
58,16,32.2,2,4,5,F,Medellín,7926.45
50,31,49.7,2,15,7,F,Cali,9845.41
67,9,43.2,1,22,3,M,Cali,8856.69
21,16,33.7,3,24,2,F,Bogotá,9541.74
59,4,47.0,3,4,8,M,Cali,8344.61
24,8,34.1,3,14,2,M,Cali,7693.75
39,32,24.4,2,21,7,M,Medellín,10158.58
50,35,45.6,3,15,9,F,Cali,12192.04
34,35,53.2,4,3,4,M,Cali,10140.05
41,17,44.5,5,13,8,F,Cali,9846.97
51,8,24.9,3,23,2,F,Medellín,7341.25
45,28,39.8,1,16,9,F,Barranquilla,10990.47
60,13,37.8,5,16,9,F,Medellín,10456.98
58,24,43.0,3,20,7,F,Cali,10220.93
56,14,33.2,2,15,6,M,Barranquilla,8687.83
39,5,37.3,1,8,6,F,Medellín,5878.52
66,28,28.6,1,1,9,M,Medellín,6698.01
34,14,41.8,2,10,8,F,Barranquilla,8610.45
51,28,28.9,1,14,7,F,Bogotá,9721.93
23,3,43.5,4,2,2,F,Cali,4782.41
63,17,34.0,3,23,5,M,Bogotá,10184.63
23,38,14.9,3,15,5,M,Cali,8824.73
51,15,46.4,4,20,4,M,Cali,9183.99
18,10,44.0,4,18,2,M,Bogotá,7488.48
27,13,50.8,4,21,8,F,Bogotá,10519.86
38,2,23.3,5,5,6,F,Cali,8868.45
22,37,34.8,2,13,3,M,Barranquilla,8361.4
19,17,41.1,5,4,5,M,Barranquilla,8602.67
39,19,44.6,3,4,4,M,Bogotá,8082.1
65,24,28.3,1,5,0,M,Bogotá,4865.69
19,37,43.5,3,17,1,F,Medellín,8219.49
27,12,35.4,3,21,0,F,Barranquilla,9323.03
51,3,25.2,4,17,8,F,Barranquilla,8628.03
33,13,34.0,2,18,8,M,Cali,8997.46
65,32,44.1,3,1,4,M,Medellín,9035.94
68,27,25.5,1,16,7,F,Cali,7860.05
56,36,45.1,2,0,9,M,Medellín,8710.86
39,7,42.3,1,8,3,M,Barranquilla,6310.83
29,33,38.0,3,12,0,M,Cali,7624.76
41,4,26.9,4,3,3,F,Medellín,5906.02
64,4,27.6,2,4,6,M,Cali,5550.73
57,30,36.8,3,22,1,F,Medellín,9544.58
55,8,31.0,2,17,1,M,Bogotá,6798.61
27,31,37.3,1,9,5,M,Cali,6307.17
52,32,47.2,3,24,8,F,Bogotá,12985.25
68,2,37.8,1,3,2,F,Medellín,4076.13
66,29,37.6,3,12,6,F,Cali,10036.06
49,11,37.6,1,12,9,F,Medellín,7313.1
24,28,48.1,1,16,8,M,Medellín,9942.98
38,2,50.3,3,7,8,M,Bogotá,6318.59
37,25,43.4,3,3,3,F,Cali,6910.35
43,29,41.1,1,22,1,F,Barranquilla,7781.79
21,8,41.8,3,2,0,M,Medellín,3105.52
63,25,51.4,4,10,5,M,Bogotá,10453.27
69,1,43.8,3,11,4,M,Barranquilla,7607.84
39,2,52.2,1,8,5,F,Bogotá,6053.27
32,3,36.6,3,14,6,F,Bogotá,8117.39
57,24,29.3,3,12,8,M,Bogotá,9910.98
38,12,34.6,1,4,9,F,Medellín,6353.79
32,38,35.5,4,4,9,M,Barranquilla,10360.21
39,34,52.8,4,18,5,F,Medellín,10741.81
69,22,45.9,4,10,5,F,Medellín,10763.38
45,8,34.9,4,8,2,M,Cali,6858.84
31,1,46.5,3,2,7,M,Barranquilla,6097.11
44,30,39.0,3,17,8,F,Cali,11234.26
58,1,53.1,3,12,0,M,Bogotá,8635.39
57,31,37.3,4,24,5,F,Barranquilla,11026.75
45,17,27.7,3,11,6,M,Barranquilla,7445.81
43,12,38.5,2,8,7,M,Medellín,7276.5
66,4,37.3,2,9,9,F,Bogotá,7310.92
19,9,29.3,4,12,7,M,Medellín,8534.47
42,24,44.7,1,19,6,F,Cali,9278.45
20,33,51.4,3,19,7,F,Bogotá,9695.44
25,36,31.0,5,12,8,F,Medellín,11609.57
61,29,47.8,3,21,9,F,Medellín,13360.14
50,6,35.1,5,8,6,M,Medellín,7777.28
59,5,39.8,3,23,2,F,Bogotá,8892.21
69,2,39.0,1,9,8,F,Cali,5394.26
52,12,39.8,4,18,0,F,Barranquilla,8222.51
23,2,43.8,2,5,7,M,Medellín,6139.73
56,25,31.8,2,6,5,F,Bogotá,7983.91
69,23,50.3,2,14,2,F,Barranquilla,8989.57
40,5,44.0,2,21,8,M,Medellín,8057.56
42,11,46.7,2,18,5,F,Bogotá,9298.51
67,35,33.8,2,13,6,F,Cali,9913.47
60,1,31.1,3,15,1,M,Medellín,6062.93
36,10,49.5,4,13,0,F,Bogotá,7471.46
22,38,30.7,2,24,0,F,Medellín,10168.82
68,33,41.2,2,19,2,M,Bogotá,10581.58
28,25,48.2,3,1,2,M,Cali,6528.81
29,17,39.0,3,8,7,M,Cali,9448.53
27,20,49.4,4,2,6,F,Bogotá,7896.21
25,35,37.8,1,5,9,F,Barranquilla,7022.12
41,39,29.8,4,4,7,M,Cali,10447.51
45,21,43.0,3,13,0,F,Medellín,7900.14
58,29,41.6,3,14,3,M,Cali,9614.76
53,29,61.5,1,17,7,F,Medellín,10718.55
54,7,32.4,2,16,9,M,Cali,8407.18
38,33,38.0,2,8,1,M,Cali,7587.86
25,8,34.2,2,18,6,M,Medellín,6635.18
26,19,38.9,3,22,7,F,Cali,9369.95
64,39,38.5,4,24,8,M,Medellín,13473.48
32,24,33.0,3,8,6,M,Medellín,7904.69
65,18,43.7,3,15,8,F,Cali,8785.0
63,4,38.3,3,5,1,M,Cali,6790.69
57,10,50.8,2,7,0,F,Medellín,6880.98
35,14,34.8,5,24,0,M,Bogotá,9957.01
59,7,54.9,3,2,3,M,Cali,5958.07
37,18,42.2,2,21,0,M,Barranquilla,8001.49
23,22,50.2,2,4,6,M,Cali,7459.72
29,26,40.9,3,6,7,M,Bogotá,9014.17
19,39,33.8,3,22,2,M,Bogotá,10635.54
24,31,37.9,1,24,0,M,Cali,7398.25
33,25,28.9,4,0,2,F,Cali,8536.21
20,26,39.1,3,21,1,M,Barranquilla,7919.72
62,18,41.4,3,20,5,F,Cali,8706.07
20,28,40.4,1,3,6,F,Bogotá,4559.01
44,38,50.6,2,15,8,F,Barranquilla,11357.82
67,32,38.8,4,13,4,F,Cali,11836.08
60,18,24.8,4,0,3,F,Barranquilla,6906.03
57,36,68.4,2,3,0,F,Barranquilla,6776.61
55,18,34.5,2,9,5,M,Bogotá,8612.13
50,32,47.7,2,10,7,M,Bogotá,8587.2
45,15,28.0,2,6,3,M,Medellín,7060.19
18,22,42.0,3,3,0,M,Bogotá,5460.41
25,6,33.6,5,0,4,M,Medellín,6057.74
54,25,17.4,2,0,9,F,Bogotá,8166.4
49,31,37.7,1,16,4,F,Bogotá,9251.82
65,11,39.6,4,9,1,F,Medellín,7964.4
60,7,38.2,1,4,5,M,Medellín,7289.14
54,4,41.9,5,6,9,M,Medellín,10189.96
21,27,37.8,3,24,8,M,Barranquilla,12165.86
47,4,40.6,4,7,5,M,Medellín,7303.15
23,25,41.4,2,1,7,F,Barranquilla,7300.86
63,4,39.7,1,8,9,F,Barranquilla,8353.12
36,21,38.6,3,3,2,M,Medellín,6397.63
49,14,32.9,3,11,9,F,Medellín,8614.7
26,12,44.8,2,10,1,M,Medellín,6198.68
29,27,37.7,5,4,3,M,Bogotá,8515.07
28,32,37.1,4,11,8,M,Bogotá,10007.38
63,22,44.1,3,20,8,F,Medellín,10248.52
33,32,41.7,2,3,2,F,Cali,7953.91
18,17,34.4,3,12,0,F,Medellín,6456.09
62,29,50.0,3,21,0,M,Cali,10265.08
38,25,30.5,2,0,3,M,Bogotá,6501.88
47,15,31.7,4,17,3,M,Bogotá,9530.82
30,12,45.3,2,3,9,F,Cali,7414.5
51,38,54.0,2,3,5,M,Bogotá,8780.77
21,32,35.4,1,7,4,M,Medellín,6924.03
45,25,43.3,4,24,5,F,Cali,11065.9
55,0,30.5,3,19,9,M,Cali,8024.66
48,37,32.6,2,5,6,F,Barranquilla,8305.58
44,1,49.1,2,3,6,F,Bogotá,6400.9
22,5,42.9,1,3,9,M,Cali,5993.0
42,37,49.3,2,10,9,M,Cali,9476.67
20,23,48.7,3,8,8,M,Cali,8534.63
50,17,23.3,2,13,5,M,Bogotá,6769.02
21,26,30.4,2,3,7,F,Cali,7429.2
42,7,42.2,4,12,1,F,Cali,7114.08
37,27,26.4,3,5,7,F,Medellín,10157.04
51,9,31.6,3,12,8,F,Medellín,8978.72
43,16,51.4,1,24,3,F,Barranquilla,7843.48
22,28,35.7,2,2,4,F,Cali,6091.97
52,5,45.7,3,22,4,F,Bogotá,9335.69
45,13,39.8,2,6,1,M,Barranquilla,6885.46
46,21,34.6,1,0,4,M,Barranquilla,7635.84
26,5,26.7,4,10,8,M,Barranquilla,8675.59
69,25,41.9,4,1,3,M,Cali,8955.22
55,38,51.6,1,4,9,M,Barranquilla,10607.53
67,11,34.8,2,23,2,M,Bogotá,8796.66
23,34,40.5,5,21,6,F,Medellín,11646.55
36,13,27.8,1,13,7,M,Medellín,6346.87
61,21,34.6,3,12,9,M,Cali,11170.7
28,22,42.7,5,15,5,F,Bogotá,10006.41
19,6,45.9,5,22,5,F,Bogotá,9204.61
64,39,44.4,3,14,4,M,Bogotá,10230.8
61,24,23.7,2,2,5,F,Cali,8520.8
61,12,36.3,2,5,8,M,Bogotá,8518.72
26,20,32.3,4,8,1,F,Medellín,6672.71
38,9,37.5,4,2,9,M,Bogotá,8180.89
41,8,39.1,3,12,2,M,Bogotá,7728.29
51,14,48.5,4,12,0,M,Cali,7065.48
39,1,42.4,3,21,3,F,Barranquilla,8323.99
20,24,51.3,3,6,1,F,Barranquilla,7462.29
29,12,34.4,4,4,5,M,Cali,7679.54
45,33,28.7,3,7,0,F,Cali,9624.87
47,33,51.6,3,7,7,F,Cali,12198.33
43,34,43.5,2,21,9,M,Cali,12256.48
65,37,34.1,3,6,5,M,Bogotá,10024.89
38,2,43.5,3,18,8,F,Bogotá,9033.09
45,5,46.7,2,6,5,F,Barranquilla,6792.72
43,18,41.0,4,22,9,M,Cali,12951.4
50,2,34.2,3,3,6,F,Cali,6592.92
38,17,36.5,4,9,4,F,Bogotá,7906.09
52,38,42.3,2,12,7,F,Cali,10753.49
69,8,41.6,3,3,7,M,Medellín,9419.18
51,11,49.7,2,18,9,F,Bogotá,8585.58
58,4,37.8,4,9,8,F,Medellín,7979.48
68,2,32.3,1,6,5,M,Bogotá,5482.7
64,10,60.6,3,4,0,F,Bogotá,5831.34
35,29,41.4,4,2,8,M,Bogotá,8395.06
28,3,46.7,2,21,2,M,Barranquilla,7812.8
40,4,44.2,5,21,8,M,Barranquilla,10278.85
65,0,41.5,4,21,6,M,Bogotá,8432.42
39,26,38.2,2,1,2,M,Bogotá,7196.54
34,27,17.6,1,10,8,M,Bogotá,8350.36
22,28,31.5,2,9,6,F,Bogotá,8803.81
61,17,42.6,2,22,6,M,Cali,9380.8
28,11,18.2,4,12,6,F,Cali,7011.33
47,12,40.6,5,6,1,M,Cali,8207.9
32,1,45.3,1,9,3,M,Barranquilla,5899.58
44,36,46.7,3,3,9,F,Medellín,8956.95
52,15,44.8,3,21,7,M,Bogotá,10282.48
50,23,47.7,1,19,1,M,Cali,7792.49
37,34,52.8,2,15,3,M,Cali,10113.92
33,21,48.8,2,19,9,M,Cali,10346.74
51,35,41.6,3,5,7,F,Bogotá,10673.99
19,10,38.9,3,8,2,M,Bogotá,5545.52
52,28,40.9,3,12,5,M,Medellín,9041.72
57,34,37.8,1,6,1,M,Barranquilla,7335.53
45,14,48.9,4,17,7,F,Medellín,9494.46
64,30,44.6,3,13,7,M,Bogotá,10923.76
56,15,37.0,4,21,0,M,Medellín,8313.34
23,9,50.6,2,4,2,F,Cali,6650.96
26,31,37.7,4,21,1,M,Medellín,11310.56
37,1,32.4,4,12,6,F,Cali,8518.55
18,23,39.9,2,23,6,F,Medellín,9748.57
25,22,33.4,2,7,3,F,Cali,6727.47
40,1,47.5,4,14,7,F,Medellín,8523.63
20,37,33.2,3,18,2,F,Barranquilla,8912.97
21,30,39.1,4,8,8,M,Medellín,9697.45
42,39,47.5,4,5,4,M,Bogotá,10050.78
64,25,34.3,3,22,1,F,Bogotá,9294.22
